testId	accuracyRank	speedRank	method
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.083	1.000	hisat
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.250	0.917	hisat
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.750	0.583	mapsplice
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	1.000	0.417	novoalign
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.167	0.000	olego
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.667	0.083	rum
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.500	0.333	soapsplice
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.833	0.750	star
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.333	0.833	subread
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlyhumanT3:SupplementaryFigure15humanT3	0.000	0.250	tophat
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.500	0.250	contextmap
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.583	0.667	crac
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.917	0.000	gsnap
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.083	1.000	hisat
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.167	0.917	hisat
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.833	0.583	mapsplice
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	1.000	0.750	novoalign
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.250	0.500	olego
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.667	0.333	rum
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.417	0.083	soapsplice
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.750	0.167	star
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.333	0.833	subread
27941783:SupplementaryFigure2:percentageofbasesalignedcorrectlymalariaT3:SupplementaryFigure15malariaT3	0.000	0.417	tophat
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.167	0.833	combat
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.417	0.708	fastmnn
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	1.000	1.000	harmony
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.917	0.292	liger
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.000	0.917	limma
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.083	0.292	mmdresnet
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.333	0.167	mnncorrect
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.667	0.542	scanorama
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.750	0.083	scgen
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.583	0.417	scmerge
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.500	0.542	seurat
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.833	0.708	seurat
31948481:Additionalfile8:Sumoffinal_rankvalues:Fig21c	0.250	0.000	zinbwave
26862001:Table3:Sensitivity:Table3	0.429	0.571	bellerophontes
26862001:Table3:Sensitivity:Table3	0.857	0.857	ericscript
26862001:Table3:Sensitivity:Table3	0.286	0.714	fusioncatcher
26862001:Table3:Sensitivity:Table3	0.571	1.000	fusionmap
26862001:Table3:Sensitivity:Table3	0.000	0.000	jaffa
26862001:Table3:Sensitivity:Table3	1.000	0.143	mapsplice
26862001:Table3:Sensitivity:Table3	0.714	0.429	nfuse
26862001:Table3:Sensitivity:Table3	0.143	0.286	tophatfusion
26862001:Table3:PPV:Table3	0.286	0.571	bellerophontes
26862001:Table3:PPV:Table3	0.857	0.857	ericscript
26862001:Table3:PPV:Table3	0.857	0.714	fusioncatcher
26862001:Table3:PPV:Table3	0.571	0.000	jaffa
26862001:Table3:PPV:Table3	0.000	0.143	mapsplice
26862001:Table3:PPV:Table3	0.429	0.429	nfuse
26862001:Table3:PPV:Table3	0.857	0.286	tophatfusion
26778510:Table1:PearsonCorrelationCoefficient:Table1	1.000	0.615	clark
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.077	0.077	ebi
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.462	0.462	genometa
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.000	0.538	gottcha
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.923	0.769	kraken
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.692	0.385	lmat
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.154	0.308	megan
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.769	0.692	metaphlan
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.308	0.000	metaphyler
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.538	0.154	mgrast
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.615	0.846	motu
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.846	0.923	onecodex
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.231	1.000	qiime
26778510:Table1:PearsonCorrelationCoefficient:Table1	0.385	0.231	taxatortk
26778510:Table2:MCC:Table1	1.000	0.615	clark
26778510:Table2:MCC:Table1	0.000	0.077	ebi
26778510:Table2:MCC:Table1	0.538	0.462	genometa
26778510:Table2:MCC:Table1	0.692	0.538	gottcha
26778510:Table2:MCC:Table1	0.846	0.769	kraken
26778510:Table2:MCC:Table1	0.462	0.385	lmat
26778510:Table2:MCC:Table1	0.615	0.308	megan
26778510:Table2:MCC:Table1	0.308	0.692	metaphlan
26778510:Table2:MCC:Table1	0.231	0.000	metaphyler
26778510:Table2:MCC:Table1	0.769	0.154	mgrast
26778510:Table2:MCC:Table1	0.154	0.846	motu
26778510:Table2:MCC:Table1	0.923	0.923	onecodex
26778510:Table2:MCC:Table1	0.077	1.000	qiime
26778510:Table2:MCC:Table1	0.385	0.231	taxatortk
26778510:Table2:SEN:Table1	1.000	0.615	clark
26778510:Table2:SEN:Table1	0.077	0.077	ebi
26778510:Table2:SEN:Table1	0.385	0.462	genometa
26778510:Table2:SEN:Table1	0.538	0.538	gottcha
26778510:Table2:SEN:Table1	0.846	0.769	kraken
26778510:Table2:SEN:Table1	0.692	0.385	lmat
26778510:Table2:SEN:Table1	0.615	0.308	megan
26778510:Table2:SEN:Table1	0.308	0.692	metaphlan
26778510:Table2:SEN:Table1	0.231	0.000	metaphyler
26778510:Table2:SEN:Table1	0.769	0.154	mgrast
26778510:Table2:SEN:Table1	0.154	0.846	motu
26778510:Table2:SEN:Table1	0.923	0.923	onecodex
26778510:Table2:SEN:Table1	0.000	1.000	qiime
26778510:Table2:SEN:Table1	0.462	0.231	taxatortk
26778510:Table2:SPEC:Table1	0.154	0.615	clark
26778510:Table2:SPEC:Table1	0.462	0.077	ebi
26778510:Table2:SPEC:Table1	0.231	0.462	genometa
26778510:Table2:SPEC:Table1	0.846	0.538	gottcha
26778510:Table2:SPEC:Table1	0.846	0.769	kraken
26778510:Table2:SPEC:Table1	0.000	0.385	lmat
26778510:Table2:SPEC:Table1	0.308	0.308	megan
26778510:Table2:SPEC:Table1	0.846	0.692	metaphlan
26778510:Table2:SPEC:Table1	0.577	0.000	metaphyler
26778510:Table2:SPEC:Table1	0.385	0.154	mgrast
26778510:Table2:SPEC:Table1	0.846	0.846	motu
26778510:Table2:SPEC:Table1	0.577	0.923	onecodex
26778510:Table2:SPEC:Table1	0.846	1.000	qiime
26778510:Table2:SPEC:Table1	0.077	0.231	taxatortk
26778510:Figure2:logOddsGenus:Table1	0.923	0.615	clark
26778510:Figure2:logOddsGenus:Table1	0.462	0.077	ebi
26778510:Figure2:logOddsGenus:Table1	0.231	0.462	genometa
26778510:Figure2:logOddsGenus:Table1	0.000	0.538	gottcha
26778510:Figure2:logOddsGenus:Table1	1.000	0.769	kraken
26778510:Figure2:logOddsGenus:Table1	0.769	0.385	lmat
26778510:Figure2:logOddsGenus:Table1	0.538	0.308	megan
26778510:Figure2:logOddsGenus:Table1	0.692	0.692	metaphlan
26778510:Figure2:logOddsGenus:Table1	0.154	0.000	metaphyler
26778510:Figure2:logOddsGenus:Table1	0.308	0.154	mgrast
26778510:Figure2:logOddsGenus:Table1	0.615	0.846	motu
26778510:Figure2:logOddsGenus:Table1	0.846	0.923	onecodex
26778510:Figure2:logOddsGenus:Table1	0.385	1.000	qiime
26778510:Figure2:logOddsGenus:Table1	0.077	0.231	taxatortk
26778510:Figure2:logOddsPhylum:Table1	1.000	0.615	clark
26778510:Figure2:logOddsPhylum:Table1	0.308	0.077	ebi
26778510:Figure2:logOddsPhylum:Table1	0.462	0.462	genometa
26778510:Figure2:logOddsPhylum:Table1	0.000	0.538	gottcha
26778510:Figure2:logOddsPhylum:Table1	0.923	0.769	kraken
26778510:Figure2:logOddsPhylum:Table1	0.769	0.385	lmat
26778510:Figure2:logOddsPhylum:Table1	0.154	0.308	megan
26778510:Figure2:logOddsPhylum:Table1	0.615	0.692	metaphlan
26778510:Figure2:logOddsPhylum:Table1	0.231	0.000	metaphyler
26778510:Figure2:logOddsPhylum:Table1	0.692	0.154	mgrast
26778510:Figure2:logOddsPhylum:Table1	0.538	0.846	motu
26778510:Figure2:logOddsPhylum:Table1	0.846	0.923	onecodex
26778510:Figure2:logOddsPhylum:Table1	0.385	1.000	qiime
26778510:Figure2:logOddsPhylum:Table1	0.077	0.231	taxatortk
26220471:Figure1B:Balancedaccuracy:Table3	0.750	1.000	crisp
26220471:Figure1B:Balancedaccuracy:Table3	1.000	0.000	gatk
26220471:Figure1B:Balancedaccuracy:Table3	0.500	0.625	lofreq
26220471:Figure1B:Balancedaccuracy:Table3	0.250	0.625	snver
26220471:Figure1B:Balancedaccuracy:Table3	0.000	0.250	varscan
25777524:Figure2:AUC:Figure2	1.000	0.667	bsmooth
25777524:Figure2:AUC:Figure2	0.000	0.000	fisherexacttest
25777524:Figure2:AUC:Figure2	0.333	1.000	methylkit
25777524:Figure2:AUC:Figure2	0.667	0.333	methylsig
25760244:Table1:AUC:Table3	1.000	0.125	coprarna
25760244:Table1:AUC:Table3	0.875	0.375	intarna
25760244:Table1:AUC:Table3	0.750	0.500	rnaup
25760244:Table1:AUC:Table3	0.625	0.938	rnaplex
25760244:Table1:AUC:Table3	0.500	0.938	targetrna
25760244:Table1:AUC:Table3	0.375	0.750	rnahybrid
25760244:Table1:AUC:Table3	0.250	0.250	rnaduplex
25760244:Table1:AUC:Table3	0.125	0.625	rnacofold
25760244:Table1:AUC:Table3	0.000	0.000	pairfold
